date,so2,no2,rspm,spm,aqi
2013-12-31,4.423357664233578,82.96350364963503,220.38321167883208,398.5591499628397,133.40801320143197
2014-01-01,4.0,40.0,183.0,398.5591499628397,123.60267059433144
2014-01-02,8.25,55.0,272.75,398.5591499628397,143.1956679765304
2014-01-03,7.5,78.0,423.0,398.5591499628397,175.84966012312725
2014-01-04,4.8373173970783565,58.9535192563081,217.3818061088977,398.5591499628397,131.69793508610255
2014-01-05,4.8373173970783565,58.9535192563081,217.3818061088977,398.5591499628397,131.69793508610255
2014-01-06,4.0,40.5,211.0,398.5591499628397,129.51837740061416
2014-01-07,7.666666666666668,71.0,327.0,398.5591499628397,155.330332025396
2014-01-08,8.0,62.33333333333334,448.0,398.5591499628397,180.40930235698414
2014-01-09,8.666666666666666,70.33333333333333,488.0,398.5591499628397,189.19272295035236
2014-01-10,4.0,60.5,315.5,398.5591499628397,152.41314179851992
2014-01-11,4.8373173970783565,58.9535192563081,217.3818061088977,398.5591499628397,131.69793508610255
2014-01-12,4.8373173970783565,58.9535192563081,217.3818061088977,398.5591499628397,131.69793508610255
2014-01-13,4.0,56.0,254.5,398.5591499628397,139.3717805419754
2014-01-14,22.0,117.0,375.0,398.5591499628397,167.5979585524466
2014-01-15,9.333333333333334,73.0,355.66666666666674,398.5591499628397,161.4647997391831
2014-01-16,12.0,71.33333333333333,398.0,398.5591499628397,170.3171557601255
2014-01-17,4.5,49.0,272.5,398.5591499628397,142.8483512226037
2014-01-18,4.8373173970783565,58.9535192563081,217.3818061088977,398.5591499628397,131.69793508610255
2014-01-19,4.8373173970783565,58.9535192563081,217.3818061088977,398.5591499628397,131.69793508610255
2014-01-20,4.0,42.5,255.5,398.5591499628397,138.97439834302253
2014-01-21,5.25,53.5,132.0,398.5591499628397,113.48467321213248
2014-01-22,3.75,47.25,139.25,398.5591499628397,114.71935907600682
2014-01-23,3.5,57.0,178.75,398.5591499628397,123.47034075139949
2014-01-24,4.0,46.0,170.0,398.5591499628397,121.136702007944
2014-01-25,4.8373173970783565,58.9535192563081,217.3818061088977,398.5591499628397,131.69793508610255
2014-01-26,4.8373173970783565,58.9535192563081,217.3818061088977,398.5591499628397,131.69793508610255
2014-01-27,4.0,47.0,237.5,398.5591499628397,135.38853446867697
2014-01-28,4.0,36.0,249.5,398.5591499628397,137.41890096082358
2014-01-29,4.0,46.5,291.5,398.5591499628397,146.73146640584974
2014-01-30,4.5,43.5,412.5,398.5591499628397,172.06667582993353
2014-01-31,4.8373173970783565,58.9535192563081,217.3818061088977,398.5591499628397,131.69793508610255
2014-02-01,4.8373173970783565,58.9535192563081,217.3818061088977,398.5591499628397,131.69793508610255
2014-02-02,4.8373173970783565,58.9535192563081,217.3818061088977,398.5591499628397,131.69793508610255
2014-02-03,4.0,45.5,302.5,398.5591499628397,149.0016234739126
2014-02-04,5.0,63.0,220.0,398.5591499628397,132.4322517461639
2014-02-05,5.333333333333333,69.66666666666667,241.33333333333331,398.5591499628397,137.22466012312722
2014-02-06,10.333333333333334,63.0,221.0,398.5591499628397,132.677626964314
2014-02-07,4.0,54.0,214.5,398.5591499628397,130.86288001841518
2014-02-08,4.8373173970783565,58.9535192563081,217.3818061088977,398.5591499628397,131.69793508610255
2014-02-09,4.8373173970783565,58.9535192563081,217.3818061088977,398.5591499628397,131.69793508610255
2014-02-10,4.0,55.5,262.5,398.5591499628397,141.03303708647803
2014-02-11,5.666666666666668,60.0,277.0,398.5591499628397,144.29839485262113
2014-02-12,8.666666666666666,72.0,264.0,398.5591499628397,142.12221684214992
2014-02-13,5.666666666666668,65.0,227.66666666666663,398.5591499628397,134.14027966937505
2014-02-14,4.0,38.5,154.5,398.5591499628397,117.53670200794399
2014-02-15,4.8373173970783565,58.9535192563081,217.3818061088977,398.5591499628397,131.69793508610255
2014-02-16,4.8373173970783565,58.9535192563081,217.3818061088977,398.5591499628397,131.69793508610255
2014-02-17,4.0,56.5,258.5,398.5591499628397,140.23617844773457
2014-02-18,5.25,82.0,343.5,398.5591499628397,159.28257897129478
2014-02-19,10.5,81.0,284.0,398.5591499628397,146.7488747828131
2014-02-20,7.0,77.0,327.75,398.5591499628397,155.753979494855
2014-02-21,4.0,51.0,119.0,398.5591499628397,110.6278014843838
2014-02-22,6.0,110.0,176.0,398.5591499628397,125.29429363098063
2014-02-23,4.0,82.0,154.0,398.5591499628397,119.39010514930526
